1842
  56  70   1055850.000    14.000
  48  79   1056030.000    70.000
  49  78   1063720.000    40.000
  50  77   1069448.000    25.000
  51  76   1071867.000     6.000
  52  75   1072665.000     3.000
  53  74   1072580.000     4.000
  54  73   1071136.000     4.000
  55  72   1068269.000     9.000
  56  71   1064040.000   100.000
  48  80   1062900.000   300.000
  49  79   1069150.000    50.000
  50  78   1077350.000    30.000
  51  77   1077839.000    25.000
  52  76   1081440.625     1.800
  53  75   1079406.000     4.000
  54  74   1080743.000     1.400
  55  73   1076032.000     6.000
  56  72   1074727.000    11.000
  57  71   1067300.000   400.000
  49  80   1075840.000   130.000
  50  79   1082710.000   120.000
  51  78   1085927.000    21.000
  52  77   1087524.000     3.000
  53  76   1088240.000     3.000
  54  75   1087650.875     0.800
  55  74   1085673.000     5.000
  56  73   1082459.000    11.000
  57  72   1077960.000    50.000
  49  81   1080930.000    50.000
  50  80   1090400.000    30.000
  51  79   1091766.000    25.000
  52  78   1095942.500     2.000
  53  77   1094740.000     3.000
  54  76   1096906.625     0.900
  55  75   1093145.000     8.000
  56  74   1092731.000     7.000
  49  82   1087220.000    80.000
  50  81   1095610.000    70.000
  51  80   1099460.000    70.000
  52  79   1101872.250     2.000
  53  78   1103323.375     1.200
  54  77   1103511.750     1.000
  55  76   1102377.000     5.000
  56  75   1100225.000     7.000
